Name,Club Name,Competition Name,Equivalent Competition,Level,Gender,Season,Factor,GP,MIN,PTS,DR,OR,REB,AST,STL,BLK,BLKON,FOUL,FOULON,TO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%
James Barrie,Melton,Division Three Men,Division 3 Men,Senior,Male,2007,0.833333333333333,18,13.4,7.8,4.3,0.9,5.4,2.5,0.9,0.0,0.0,3.1,0.0,4.0,2.0,10.3,19.4,0.7,3.6,19.4,1.3,6.9,18.8,2.7,5.6,48.2
Russell Chaplin,Mornington,Youth League Two Men,Youth League 2 Men,Youth,Male,2013,1.0,18,13.4,7.4,4.0,2.5,6.5,2.2,1.3,0.7,0.4,5.4,1.6,4.0,3.1,8.7,35.6,3.1,8.3,37.3,0.2,0.7,28.6,0.7,1.6,43.7
Mark Eversteyn,Hume City,SCM 2006,Championship Men,Senior,Male,2006,0.833333333333333,18,13.4,7.2,3.8,1.6,5.4,0.7,0.0,0.7,0.0,3.8,0.0,1.8,3.4,9.6,35.4,3.4,9.4,36.2,0.0,0.2,0.0,0.4,1.6,25.0
Tayla Robertson,Diamond Valley,State Championship Women,Championship Women,Senior,Female,2015,1.0,18,13.4,4.7,3.6,2.5,6.0,1.6,0.4,0.4,0.7,3.6,2.7,2.0,1.6,6.0,26.7,1.6,6.0,26.7,0.0,0.0,0.0,1.3,2.9,44.8
Calvin Jackson,Keysborough,Youth League One Men,Youth League 1 Men,Youth,Male,2015,1.0,13,13.4,12.1,2.7,1.3,4.0,1.6,0.9,0.2,0.4,2.7,1.6,1.3,4.5,15.4,29.2,2.5,7.2,34.7,2.0,8.3,24.1,1.1,2.7,40.7
Paul Joyce,Latrobe City,YL2M 2007,Youth League 1 Men,Youth,Male,2007,0.833333333333333,13,13.4,9.2,5.8,4.9,10.7,0.2,1.1,1.1,0.0,6.3,0.0,2.2,3.6,8.7,41.4,3.4,8.5,40.0,0.2,0.4,50.0,1.8,3.4,52.9
Ian Wright,Shepparton,Division Two Men,Division 2 Men,Senior,Male,2014,1.0,21,13.4,9.2,6.7,2.2,9.0,1.6,0.2,1.1,0.0,4.7,2.2,2.7,4.3,10.5,41.0,4.3,10.1,42.6,0.0,0.4,0.0,0.9,2.2,40.9
Matthew Hughes,Whittlesea,VBL Division 1 Men,Division 2 Men,Senior,Male,2003,0.833333333333333,21,13.4,6.5,5.4,3.8,9.2,0.7,0.4,0.4,0.0,4.9,0.0,3.4,2.5,8.1,30.9,2.5,7.8,32.1,0.0,0.2,0.0,1.6,3.6,44.4
Zachary Laurence,Western Port,Division 2 Men,Division 2 Men,Senior,Male,2012,1.0,16,13.4,9.9,2.9,3.8,6.7,0.9,0.7,0.2,0.4,3.6,2.7,2.7,4.0,9.9,40.4,3.4,8.5,40.0,0.4,1.3,30.8,1.6,3.8,42.1
James Headlam,Corio Bay,Youth League Two Men,Youth League 2 Men,Youth,Male,2014,1.0,16,13.4,7.8,5.6,2.9,8.5,1.1,0.4,0.7,0.4,6.3,1.8,1.8,3.6,9.9,36.4,3.6,9.6,37.5,0.0,0.2,0.0,0.9,1.6,56.2
Nicholas Ktenidis,Hume City,Youth League One Men,Youth League 1 Men,Youth,Male,2013,1.0,8,13.4,7.2,1.8,0.4,2.2,1.3,1.1,0.0,0.0,0.4,0.4,1.3,2.7,9.9,27.3,1.3,3.4,38.2,1.3,6.5,20.0,0.2,0.4,50.0
Kate Spillane,Ringwood,State Championship Women,Championship Women,Senior,Female,2015,1.0,24,13.4,7.2,3.1,1.8,4.9,1.8,1.8,0.4,0.4,2.7,2.2,1.6,2.5,8.5,29.4,2.2,6.7,32.8,0.2,2.0,10.0,2.2,2.9,75.9
Jackson Burge,Melton,Youth League Two Men,Youth League 2 Men,Youth,Male,2016,1.0,19,13.4,10.3,5.1,2.7,7.6,0.7,0.9,0.7,1.6,8.1,5.1,3.4,4.0,11.6,34.5,4.0,11.6,34.5,0.0,0.2,0.0,2.2,6.0,36.7
Rebecca Gilles,Hawthorn,VBL Division One Women,Division 2 Women,Senior,Female,2004,1.0,19,13.4,8.3,3.8,3.6,7.6,0.9,2.2,0.2,0.0,5.8,0.0,3.8,2.9,9.2,31.5,2.9,9.2,31.5,0.0,0.2,0.0,2.7,5.8,46.6
Michael Yialas,Melbourne University,Division 1 Men,Division 1 Men,Senior,Male,2012,1.0,11,13.4,11.6,2.5,1.1,3.4,1.8,2.2,0.4,0.9,3.4,3.1,3.4,4.5,15.0,30.0,3.6,10.1,35.6,0.9,5.1,17.6,1.8,3.8,47.4
Brandon Paris,Casey,Youth League Two Men,Youth League 2 Men,Youth,Male,2015,1.0,22,13.4,11.0,5.1,2.2,7.4,1.3,1.1,0.4,0.7,4.0,4.9,2.5,3.4,9.0,37.8,2.7,7.4,36.5,0.4,1.6,25.0,4.0,6.3,63.5
Mitchell Unwin,Knox,State Championship Men,Championship Men,Senior,Male,2016,1.0,22,13.4,10.5,1.6,1.1,2.7,2.5,1.6,0.2,0.2,3.1,3.4,2.2,2.9,8.7,33.3,0.7,2.2,31.8,2.2,6.5,33.8,2.5,3.1,80.6
Jenna Mccormick,Southern Peninsula,Division Two Women,Division 2 Women,Senior,Female,2009,1.0,22,13.4,10.3,2.2,2.0,4.0,1.8,0.9,0.0,0.7,1.6,1.6,4.7,3.6,12.8,28.1,2.2,6.9,31.9,1.3,5.6,23.2,1.6,2.2,72.7
Cassie Wannan,Knox,YLW 2007,Victorian Youth Championship Women,Youth,Female,2007,1.0,22,13.4,5.6,5.6,4.3,9.6,1.3,1.3,0.2,0.0,3.8,0.0,3.1,2.0,5.8,34.5,2.0,5.6,35.7,0.0,0.2,0.0,1.6,3.8,42.1
Mitchell Barber,Sandringham,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2013,1.0,11,13.4,3.4,6.0,2.9,9.0,0.7,0.9,1.3,0.2,4.5,1.6,2.2,1.3,4.5,28.9,1.3,4.5,28.9,0.0,0.0,0.0,0.7,1.1,63.6
Warsame Hassan,Hume City,Youth League One Men,Youth League 1 Men,Youth,Male,2016,1.0,14,13.4,8.3,2.0,1.8,3.8,2.5,2.0,0.0,0.2,2.0,2.9,3.4,2.7,7.6,35.5,2.2,5.4,40.7,0.4,2.0,20.0,2.5,4.3,58.1
Zoe Jenkins,Knox,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2018,1.0,17,13.4,8.1,4.3,1.6,5.8,1.8,0.7,0.2,0.0,2.9,2.5,2.5,2.7,11.0,24.5,1.8,5.8,31.0,0.9,5.4,16.7,2.0,2.7,74.1
Russell Grogan,Knox,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2013,1.0,17,13.4,6.9,2.9,2.7,5.6,0.9,0.7,0.2,0.4,2.5,1.1,2.5,3.1,6.9,44.9,3.1,6.9,44.9,0.0,0.0,0.0,0.9,1.3,69.2
Ashlee Kelly,Melbourne,Championship Women,Championship Women,Senior,Female,2007,1.0,20,13.4,10.1,2.5,1.3,3.6,2.5,2.0,0.4,0.0,4.9,0.0,3.1,3.4,11.4,29.8,1.8,5.6,32.1,1.8,5.8,31.0,1.8,3.1,58.1
David O'Brien,Chelsea,VBL Division 1 Men,Division 2 Men,Senior,Male,2003,0.833333333333333,20,13.4,8.5,2.7,2.9,5.6,0.7,0.9,0.4,0.0,2.9,0.0,2.7,3.6,9.4,38.3,3.1,7.6,40.8,0.4,1.8,22.2,1.8,2.7,66.7
James Benton,Hawthorn,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2016,1.0,20,13.4,7.6,3.6,2.9,6.3,0.7,0.7,0.2,0.9,2.2,2.2,2.5,2.7,9.9,27.3,2.5,9.0,27.8,0.0,0.9,0.0,2.2,3.6,61.1
Ashleigh Rozenfeld,Wyndham,Division One Women,Division 1 Women,Senior,Female,2017,1.0,20,13.4,7.4,4.0,1.1,5.4,1.3,1.3,0.0,0.2,2.9,0.4,2.9,2.7,10.3,26.2,1.3,4.9,26.5,1.3,5.4,24.1,0.4,0.4,100.0
James Webster,Keilor,Division Two Men,Division 2 Men,Senior,Male,2010,1.0,20,13.4,6.7,4.0,3.6,7.6,0.9,0.2,0.2,0.9,2.7,2.7,3.1,2.2,6.5,33.8,2.2,6.3,34.9,0.0,0.2,0.0,2.2,3.1,71.0
Thomas Tommy Scott,Sunbury,Division One Men,Division 1 Men,Senior,Male,2015,1.0,20,13.4,6.3,4.5,2.5,6.9,1.8,0.7,0.0,0.2,3.1,1.8,1.8,2.2,5.1,43.1,2.2,4.9,44.9,0.0,0.4,0.0,1.3,1.8,72.2
Kate Judd,Shepparton,VBL Premier - Women,Division 1 Women,Senior,Female,2003,1.0,20,13.4,6.3,2.2,0.9,3.1,1.6,1.6,0.2,0.0,2.7,0.0,4.0,2.7,7.4,36.5,2.2,5.6,39.3,0.4,1.8,22.2,1.1,2.0,55.0
Bryn Phillpot-Evans,La Trobe University,D2M 2007,Division 2 Men,Senior,Male,2007,0.833333333333333,23,13.3,5.4,3.2,2.0,5.2,1.1,1.4,0.0,0.0,6.1,0.0,2.9,2.0,5.6,35.7,1.6,3.8,42.1,0.5,1.8,27.8,0.9,2.3,39.1
Daniel Jensen,Kilsyth,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2013,1.0,23,13.3,3.6,3.2,2.0,5.2,1.6,0.5,0.0,0.0,2.3,1.8,0.9,1.4,3.8,36.8,1.4,2.5,56.0,0.0,1.4,0.0,0.7,1.4,50.0
Jake Lugg,Ringwood,Youth League 1 Men,Victorian Youth Championship Men,Youth,Male,2009,0.833333333333333,3,13.3,20.3,2.3,2.9,5.2,2.3,0.7,1.6,0.7,2.3,1.6,2.3,9.0,16.5,54.5,6.8,10.6,64.2,2.3,6.1,37.7,0.0,0.0,0.0
Jack Perry,Bulleen,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2019,1.0,6,13.3,14.7,1.1,0.7,1.8,2.7,1.8,0.0,0.5,0.5,1.6,3.8,5.2,15.3,34.0,2.7,7.4,36.5,2.7,7.9,34.2,1.6,2.7,59.3
Jake Raynor,Melton,Youth League Two Men,Youth League 2 Men,Youth,Male,2014,1.0,15,13.3,12.9,5.9,2.9,8.8,0.7,0.2,1.1,1.1,3.8,2.9,2.5,5.2,10.2,51.0,5.2,10.2,51.0,0.0,0.0,0.0,2.3,3.2,71.9
Rachael Wansbrough,Chelsea,Division One Women,Division 1 Women,Senior,Female,2018,1.0,3,13.3,12.9,4.5,2.9,7.4,0.0,2.3,0.0,0.0,4.5,1.6,1.6,3.8,11.3,33.6,2.3,6.1,37.7,1.6,5.2,30.8,2.3,2.3,100.0
Kerim Sijercic,Geelong United,SCM 2002,Championship Men,Senior,Male,2002,0.833333333333333,6,13.3,10.8,5.6,1.8,7.4,0.5,1.1,1.1,0.0,1.1,0.0,1.6,4.1,10.6,38.7,4.1,10.6,38.7,0.0,0.0,0.0,2.7,4.5,60.0
Lee Ruane,Latrobe City,Youth League 2 Men,Youth League 1 Men,Youth,Male,2006,0.833333333333333,3,13.3,10.6,4.5,3.8,8.3,1.6,0.0,0.0,0.0,6.1,0.0,6.8,2.9,12.0,24.2,1.6,7.4,21.6,1.6,4.5,35.6,2.9,6.8,42.6
Casey Blay,Whittlesea,Youth League Two Women,Youth League 2 Women,Youth,Female,2015,1.0,3,13.3,10.6,4.5,2.3,6.8,0.0,4.5,0.7,1.6,0.7,2.3,1.6,3.8,11.3,33.6,3.8,11.3,33.6,0.0,0.0,0.0,2.9,4.5,64.4
Bridget Gamble,Mornington,Division Two Women,Division 2 Women,Senior,Female,2017,1.0,21,13.3,10.2,3.4,2.3,5.6,0.9,0.9,0.2,0.2,3.4,1.1,2.5,3.8,12.2,31.1,2.3,6.1,37.7,1.6,6.1,26.2,0.7,1.1,63.6
Catherine Seletto,Camberwell,Youth League One Women,Youth League 1 Women,Youth,Female,2018,1.0,6,13.3,9.7,1.8,3.4,5.2,1.8,1.8,0.5,0.0,2.3,5.0,1.1,2.9,5.6,51.8,2.9,5.6,51.8,0.0,0.0,0.0,3.8,7.2,52.8
Emma Glynn,Eltham,Championship Women,Championship Women,Senior,Female,2009,1.0,3,13.3,9.0,3.8,0.7,4.5,2.3,0.7,0.7,0.7,0.0,1.6,2.3,3.8,7.4,51.4,2.9,6.1,47.5,0.7,1.6,43.7,0.7,2.9,24.1
Chloe Hoffman,Whittlesea,Youth League Two Women,Youth League 2 Women,Youth,Female,2017,1.0,15,13.3,9.0,3.8,2.5,6.5,0.9,0.5,0.2,0.9,3.8,2.3,3.4,2.0,5.2,38.5,2.0,5.0,40.0,0.0,0.2,0.0,2.5,5.2,48.1
Mathew Maroge,Keysborough,Youth League One Men,Youth League 1 Men,Youth,Male,2016,1.0,9,13.3,9.0,5.9,3.6,9.2,0.7,1.6,1.4,1.6,7.0,2.9,4.3,3.6,7.7,46.8,3.6,7.7,46.8,0.0,0.0,0.0,2.0,3.6,55.6
Matthew Zappala,Camberwell,Youth League One Men,Youth League 1 Men,Youth,Male,2015,1.0,6,13.3,8.6,5.0,2.7,7.4,2.9,0.7,1.6,0.5,3.4,1.8,0.7,3.8,8.6,44.2,3.8,8.3,45.8,0.0,0.5,0.0,1.1,2.3,47.8
Julian Fields,Kilsyth,VBL Premier Men,Division 1 Men,Senior,Male,2003,0.833333333333333,3,13.3,8.3,2.3,1.6,3.8,3.8,1.6,0.0,0.0,0.7,0.0,1.6,3.8,12.9,29.5,2.9,9.0,32.2,0.7,3.8,18.4,1.6,1.6,100.0
Ryley Wood,Sherbrooke,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2018,1.0,3,13.3,8.3,2.3,2.9,5.2,0.7,2.3,0.0,0.0,3.8,1.6,1.6,2.9,12.9,22.5,0.7,1.6,43.7,2.3,11.3,20.4,0.0,0.0,0.0
Fiona Richards,Waverley,Championship Women,Championship Women,Senior,Female,2009,1.0,18,13.3,7.9,5.4,2.9,8.3,1.4,1.8,0.9,0.2,2.9,1.6,2.7,2.7,6.3,42.9,1.8,4.3,41.9,0.7,1.8,38.9,1.8,2.3,78.3
Krystle Rosenzweig,Wallan,Division Two Women,Division 2 Women,Senior,Female,2019,1.0,12,13.3,7.4,9.2,2.7,11.7,0.9,1.8,0.7,1.1,6.5,4.3,4.1,2.3,7.2,31.9,2.3,7.2,31.9,0.0,0.2,0.0,2.9,5.0,58.0
Jason Eversteyn,Ringwood,State Championship Men,Championship Men,Senior,Male,2011,1.0,6,13.3,7.4,7.9,6.3,14.2,0.7,1.1,1.6,1.1,2.9,2.7,1.8,2.9,10.2,28.4,2.9,10.2,28.4,0.0,0.0,0.0,1.6,2.3,69.6
Riley Mcfarlane,Horsham,Division Three Men,Division 3 Men,Senior,Male,2008,0.833333333333333,9,13.3,11.7,1.6,1.6,2.9,2.0,2.9,0.2,0.5,2.0,2.0,0.7,3.8,11.7,32.5,0.9,2.3,39.1,2.7,9.5,28.4,1.6,3.2,50.0
Brooke Waldron,Bulleen,Division One Men,Division 1 Men,Senior,Male,2008,0.833333333333333,18,13.3,6.5,5.2,2.7,7.9,0.9,0.5,0.7,0.5,4.7,2.5,2.9,2.0,8.1,24.7,2.0,7.7,26.0,0.2,0.5,40.0,2.3,4.5,51.1
Michael Jones,Eltham,State Championship Men,Championship Men,Senior,Male,2011,1.0,3,13.3,6.8,4.5,4.5,9.0,1.6,0.7,0.7,0.0,2.9,1.6,1.6,2.3,6.1,37.7,0.7,2.3,30.4,1.6,3.8,42.1,0.7,1.6,43.7
Daniel Weaver,Nunawading,YL1M 2005,Victorian Youth Championship Men,Youth,Male,2005,0.833333333333333,6,13.3,6.8,1.8,3.4,5.2,1.6,2.7,0.0,0.0,4.5,0.0,1.8,2.9,7.9,36.7,2.9,7.4,39.2,0.0,0.5,0.0,0.7,3.8,18.4
Grace Mcrae,Southern Peninsula,State Championship Women,Championship Women,Senior,Female,2015,1.0,15,13.3,6.3,4.3,2.5,6.5,0.9,0.7,0.2,0.7,3.8,1.4,1.6,2.7,6.8,39.7,2.7,6.5,41.5,0.0,0.2,0.0,0.9,1.8,50.0
William Crompton,Eltham,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2014,1.0,18,13.3,6.3,4.7,3.4,8.1,1.6,1.4,1.6,0.7,4.1,1.8,2.5,2.5,7.2,34.7,2.3,7.0,32.9,0.2,0.2,100.0,1.4,2.0,70.0
Michael Ioannou,Whittlesea,VBL Division One Men (Reserve),Youth League 1 Men,Youth,Male,2004,0.833333333333333,3,13.3,6.1,4.5,2.3,6.8,0.7,0.0,2.3,0.0,6.8,0.0,5.2,2.3,12.9,17.8,2.3,9.7,23.7,0.0,2.9,0.0,1.6,2.9,55.2
Rosalie Davis,Chelsea,Division One Women,Division 1 Women,Senior,Female,2011,1.0,9,13.3,5.4,6.1,4.3,10.4,0.9,0.7,0.0,0.0,3.2,1.4,2.7,2.7,9.9,27.3,2.7,9.5,28.4,0.0,0.5,0.0,0.0,0.9,0.0
Sarah Welsh,Waverley,Championship Women 2002,Championship Women,Senior,Female,2002,0.833333333333333,9,13.3,5.2,3.2,0.7,4.1,2.7,2.5,0.2,0.0,4.5,0.0,5.9,3.2,13.5,23.7,1.8,8.8,20.5,1.6,4.7,34.0,0.2,1.6,12.5
Jason Christian,Altona,Division Two Men,Division 2 Men,Senior,Male,2017,1.0,6,13.3,5.2,2.3,0.5,2.7,2.3,1.6,0.0,0.5,2.9,1.8,1.8,1.1,2.7,40.7,0.5,1.1,45.5,0.7,1.6,43.7,1.6,1.6,100.0
Kerry Anderson,Whittlesea,Division One Women,Division 1 Women,Senior,Female,2006,1.0,3,13.3,5.2,1.6,0.0,1.6,0.0,2.3,0.0,0.0,1.6,0.0,6.8,2.3,12.9,17.8,2.3,11.3,20.4,0.0,1.6,0.0,0.7,0.7,100.0
Nicholas Anfuso,Bendigo,YL1M 2007,Victorian Youth Championship Men,Youth,Male,2007,0.833333333333333,3,13.3,4.5,4.5,1.6,6.1,0.0,0.0,0.0,0.0,0.7,0.0,6.1,2.3,12.9,17.8,2.3,12.0,19.2,0.0,0.7,0.0,0.0,1.6,0.0
Todd Livingstone,Ringwood,VBL Division 1 Men,Division 2 Men,Senior,Male,2003,0.833333333333333,9,13.3,4.1,4.3,2.0,6.3,0.5,0.9,0.9,0.0,6.3,0.0,3.2,1.8,6.5,27.7,1.8,6.5,27.7,0.0,0.0,0.0,0.5,1.8,27.8
Brayden Flanigan,Dandenong,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2015,1.0,24,13.3,2.7,2.9,0.9,4.1,4.1,0.9,0.0,0.2,3.6,2.7,2.9,0.9,4.1,22.0,0.7,3.4,20.6,0.2,0.7,28.6,0.9,1.8,50.0
Richard Townsend-Gant,Waverley,State Championship Men,Championship Men,Senior,Male,2018,1.0,3,13.3,1.6,4.5,1.6,6.1,1.6,3.8,0.7,2.3,0.7,1.6,4.5,0.7,10.6,6.6,0.7,7.4,9.5,0.0,2.9,0.0,0.0,1.6,0.0
Katia Oversby,Waverley,State Youth Championship 1 Women,Victorian Youth Championship Women,Youth,Female,2012,1.0,3,13.3,0.7,4.5,2.3,6.8,0.7,0.7,0.0,0.0,2.9,0.7,0.0,0.0,4.5,0.0,0.0,3.8,0.0,0.0,0.7,0.0,0.7,1.6,43.7
Sarah Welsh,Bulleen,VBL Division 1 - Women,Division 2 Women,Senior,Female,2003,1.0,3,13.3,0.0,2.3,2.9,5.2,3.8,2.3,0.0,0.0,6.1,0.0,5.2,0.0,9.0,0.0,0.0,7.4,0.0,0.0,1.6,0.0,0.0,2.9,0.0
Melissa Adams,Altona,Division One Women,Division 1 Women,Senior,Female,2010,1.0,25,13.3,12.4,3.6,2.9,6.5,1.6,1.1,1.6,0.2,6.3,2.0,2.7,5.0,13.5,37.0,5.0,13.1,38.2,0.0,0.5,0.0,2.3,2.9,79.3
Lauren Conroy,Coburg,Division Two Women,Division 2 Women,Senior,Female,2017,1.0,22,13.3,10.8,4.3,3.6,7.9,1.6,1.4,0.2,0.7,1.6,2.3,2.3,2.7,7.2,37.5,2.3,6.1,37.7,0.5,1.1,45.5,2.5,4.7,53.2
Meg Harper,Hawthorn,Division One Women,Division 1 Women,Senior,Female,2009,1.0,19,13.3,10.6,4.7,2.5,7.2,1.4,1.4,0.7,0.7,4.1,0.7,2.5,5.2,15.3,34.0,5.2,15.3,34.0,0.0,0.0,0.0,0.2,0.9,22.2
Joshua Collins,Warrandyte,Division One Men,Division 1 Men,Senior,Male,2017,1.0,19,13.3,9.7,3.8,1.1,5.0,2.0,0.7,0.7,0.2,4.1,3.8,3.4,2.9,9.9,29.3,2.5,6.3,39.7,0.5,3.6,13.9,3.4,5.6,60.7
Jess Mangan,Bendigo,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2014,1.0,19,13.3,8.3,5.2,3.4,8.3,1.1,0.7,0.5,0.9,1.1,2.7,1.8,3.4,8.8,38.6,3.4,8.6,39.5,0.0,0.2,0.0,1.6,2.9,55.2
Simone Krejzlik,Latrobe City,Division One Women,Division 1 Women,Senior,Female,2008,1.0,19,13.3,6.1,2.9,2.0,5.0,1.1,0.9,0.2,0.7,2.7,2.0,4.7,1.8,7.0,25.7,1.6,6.3,25.4,0.2,0.7,28.6,2.0,2.9,69.0
Danni Linton,Eltham,Championship Women,Championship Women,Senior,Female,2010,1.0,19,13.3,7.0,3.8,2.3,6.1,1.1,0.9,0.9,0.5,3.4,0.7,1.8,2.7,8.3,32.5,1.1,4.1,26.8,1.6,4.3,37.2,0.2,0.2,100.0
Alesha Wilson,Wyndham,Division One Women,Division 1 Women,Senior,Female,2017,1.0,19,13.3,6.8,7.0,2.3,9.2,1.1,0.9,1.1,0.5,2.9,2.3,2.5,2.5,9.7,25.8,2.0,8.3,24.1,0.5,1.4,35.7,0.9,1.8,50.0
Meg Ragauskas,Sandringham,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2015,1.0,19,13.3,6.5,2.7,0.9,3.6,1.4,0.9,0.2,0.7,5.4,3.2,2.7,2.3,8.6,26.7,2.3,8.6,26.7,0.0,0.0,0.0,2.0,3.8,52.6
Ashleigh Rozenfeld,Melton,Division Two Women,Division 2 Women,Senior,Female,2019,1.0,16,13.3,7.7,5.0,1.4,6.3,4.3,2.0,0.5,0.5,5.6,3.2,3.6,2.9,12.4,23.4,2.3,8.6,26.7,0.7,4.1,17.1,0.9,2.3,39.1
David Burns,Maccabi,Division Two Men,Division 2 Men,Senior,Male,2014,1.0,16,13.3,5.0,4.7,1.8,6.5,1.1,0.9,0.5,0.9,4.3,0.9,1.6,2.3,7.4,31.1,2.3,7.4,31.1,0.0,0.0,0.0,0.5,1.1,45.5
Jackson Macsweeney,Sunbury,Youth League One Men,Youth League 1 Men,Youth,Male,2019,1.0,13,13.3,11.7,5.4,3.4,8.8,0.7,0.7,1.1,0.2,3.4,3.6,3.4,4.5,7.9,57.0,4.3,7.4,58.1,0.2,0.5,40.0,2.5,4.1,61.0
Jonathon Ball,Sherbrooke,YL2M 2008,Youth League 1 Men,Youth,Male,2008,0.833333333333333,13,13.3,14.9,5.0,2.3,7.2,2.7,2.7,0.5,1.4,3.4,3.4,2.0,5.0,17.8,28.1,2.0,7.7,26.0,2.7,10.2,26.5,2.5,3.4,73.5
Kate Ioannou,Hawthorn,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2016,1.0,13,13.3,6.8,5.0,3.4,8.6,1.1,0.5,1.4,0.7,4.5,3.4,2.9,2.5,6.8,36.8,2.5,6.8,36.8,0.0,0.0,0.0,1.8,4.1,43.9
Jessica Smith,Ringwood,Victorian Youth Championship Women,Victorian Youth Championship Women,Youth,Female,2015,1.0,13,13.3,5.6,5.4,1.1,6.5,0.9,1.1,1.1,0.2,3.2,2.0,1.1,2.0,10.2,19.6,1.4,5.9,23.7,0.7,4.3,16.3,0.9,2.0,45.0
Jack Terrill,Geelong United,Youth League One Men,Youth League 1 Men,Youth,Male,2017,1.0,13,13.3,5.6,6.5,1.8,8.3,1.6,0.5,0.9,0.0,4.5,1.8,4.7,1.1,3.8,28.9,0.9,2.0,45.0,0.5,1.8,27.8,1.8,2.3,78.3
Nicholas Dodd,Shepparton,Division One Men,Division 1 Men,Senior,Male,2016,1.0,23,13.3,11.1,3.6,1.8,5.2,1.1,0.2,0.7,0.2,2.3,3.2,2.5,4.3,9.5,45.3,3.8,7.4,51.4,0.5,2.0,25.0,2.0,3.8,52.6
Christina Bernardi,Diamond Valley,State Championship Women,Championship Women,Senior,Female,2012,1.0,20,13.3,12.2,3.2,4.1,7.0,1.8,1.8,0.0,1.4,3.6,3.2,4.1,5.0,16.7,29.9,4.3,13.8,31.2,0.5,3.2,15.6,1.8,3.6,50.0
Andrew Webb,Melbourne University,Division Two Men,Division 2 Men,Senior,Male,2009,0.833333333333333,20,13.3,10.4,2.7,1.1,4.1,1.6,0.7,0.9,0.0,2.3,0.9,1.8,3.6,9.0,40.0,1.4,4.1,34.1,2.3,5.0,46.0,0.7,0.9,77.8
Sally Stevens,Knox,VBL Premier - Women,Division 1 Women,Senior,Female,2002,0.833333333333333,20,13.3,9.9,3.6,3.8,7.7,1.1,1.4,0.9,0.0,2.7,0.0,2.9,4.5,14.9,30.2,4.1,11.7,35.0,0.5,3.2,15.6,1.6,2.7,59.3
Shannon Davey,Western Port,VBL Division 1 - Men,Division 2 Men,Senior,Male,2002,0.833333333333333,20,13.3,9.9,6.8,3.8,10.4,1.8,1.4,0.5,0.0,2.7,0.0,1.8,4.1,10.2,40.2,4.1,9.9,41.4,0.0,0.5,0.0,1.8,4.1,43.9
Hannah Fimmel,Ringwood,VBL Division 1 - Women,Division 2 Women,Senior,Female,2003,1.0,10,13.3,8.8,4.5,3.4,7.9,0.2,0.9,0.2,0.0,6.5,0.0,7.2,3.6,15.6,23.1,3.2,12.0,26.7,0.5,3.6,13.9,2.0,4.1,48.8
Stephen Allen,Blackburn,Division One Men,Division 1 Men,Senior,Male,2006,0.833333333333333,10,13.3,8.6,1.8,1.4,3.2,1.1,0.9,0.2,0.0,3.8,0.0,2.9,3.2,8.8,36.4,2.3,5.4,42.6,0.9,3.4,26.5,1.4,1.8,77.8
Ashlea Salter,Geelong United,Championship Women 2002,Championship Women,Senior,Female,2002,0.833333333333333,10,13.3,7.2,2.3,2.5,4.7,1.4,1.8,0.0,0.0,4.5,0.0,2.7,3.2,11.3,28.3,2.3,8.6,26.7,0.9,2.7,33.3,1.8,2.9,62.1
Ethan Kincses,Sandringham,Victorian Youth Championship Men,Victorian Youth Championship Men,Youth,Male,2019,1.0,10,13.3,4.5,2.0,0.9,2.9,1.6,1.6,0.2,0.2,3.4,0.2,1.6,1.6,5.6,28.6,0.5,2.3,21.7,1.1,3.4,32.4,0.2,0.5,40.0
Simon Funke,Keysborough,Division Two Men,Division 2 Men,Senior,Male,2006,0.833333333333333,17,13.3,10.2,3.6,3.4,7.0,0.7,1.4,0.5,0.0,3.4,0.0,2.7,4.1,11.3,36.3,3.2,7.9,40.5,0.9,3.4,26.5,1.1,1.8,61.1
Katrina Laczoffy,Hawthorn,Youth League Women,Victorian Youth Championship Women,Youth,Female,2010,1.0,17,13.3,7.7,2.3,1.4,3.6,1.1,0.9,0.5,0.5,2.5,1.4,2.5,2.5,9.9,25.3,1.4,5.2,26.9,1.1,4.7,23.4,1.4,2.7,51.9
Rick Pearce,Bulleen,Youth League 2 Men,Youth League 1 Men,Youth,Male,2005,0.833333333333333,17,13.3,7.0,3.4,2.7,6.3,4.1,0.9,0.5,0.0,4.5,0.0,3.4,2.7,7.2,37.5,2.5,7.0,35.7,0.2,0.5,40.0,1.4,2.7,51.9
